Entity,Day,"COVID-19 doses (daily, 7-day average, per million people)"
India,2022-11-11,81.47345
India,2022-11-12,75.981544
India,2022-11-13,71.80564
India,2022-11-14,71.26775
India,2022-11-15,68.99054
India,2022-11-16,71.48844
India,2022-11-17,70.0162
India,2022-11-18,66.51358
India,2022-11-19,64.1639
India,2022-11-20,62.65217
India,2022-11-21,61.40392
India,2022-11-22,57.42916
India,2022-11-23,54.86611
India,2022-11-24,51.723785
India,2022-11-25,49.272182
India,2022-11-26,47.658226
India,2022-11-27,45.569923
India,2022-11-28,45.30123
India,2022-11-29,46.994366
India,2022-11-30,41.917477
India,2022-12-01,39.543243
India,2022-12-02,36.980396
India,2022-12-03,35.04092
India,2022-12-04,34.65457
India,2022-12-05,34.42286
India,2022-12-06,29.405502
India,2022-12-07,30.870932
India,2022-12-08,29.138414
India,2022-12-09,28.888062
India,2022-12-10,28.517044
India,2022-12-11,27.933058
India,2022-12-12,28.063145
India,2022-12-13,28.752764
India,2022-12-14,30.448301
India,2022-12-15,31.583502
India,2022-12-16,32.3089
India,2022-12-17,32.19425
India,2022-12-18,32.842876
India,2022-12-19,32.695953
India,2022-12-20,32.536102
India,2022-12-21,32.196552
India,2022-12-22,33.81873
India,2022-12-23,37.365944
India,2022-12-24,43.123936
India,2022-12-25,48.559814
India,2022-12-26,51.410896
India,2022-12-27,56.147736
India,2022-12-28,59.772324
India,2022-12-29,61.992916
India,2022-12-30,61.13212
India,2022-12-31,59.288757
India,2023-01-01,55.05643
India,2023-01-02,52.193924
India,2023-01-03,47.384926
India,2023-01-04,43.209423
India,2023-01-05,39.571003
India,2023-01-06,35.904926
India,2023-01-07,32.905113
India,2023-01-08,32.624695
India,2023-01-09,33.044422
India,2023-01-10,33.9869
India,2023-01-11,34.258297
India,2023-01-12,34.310814
India,2023-01-13,34.471565
India,2023-01-14,33.788563
India,2023-01-15,30.580091
India,2023-01-16,29.841965
India,2023-01-17,29.949402
India,2023-01-18,34.838474
India,2023-01-19,48.22558
India,2023-01-20,61.134624
India,2023-01-21,78.413506
India,2023-01-22,111.241646
India,2023-01-23,115.750786
India,2023-01-24,132.2283
India,2023-01-25,143.90694
India,2023-01-26,151.6041
India,2023-01-27,138.29808
India,2023-01-28,137.35219
India,2023-01-29,128.39134
India,2023-01-30,175.95956
India,2023-01-31,181.17397
India,2023-02-01,183.0493
India,2023-02-02,173.05127
India,2023-02-03,184.69974
India,2023-02-04,179.32037
India,2023-02-05,166.93408
India,2023-02-06,119.21953
India,2023-02-07,105.3666
India,2023-02-08,94.35213
India,2023-02-09,89.104065
India,2023-02-10,80.34917
India,2023-02-11,66.70089
India,2023-02-12,53.864506
India,2023-02-13,49.02674
India,2023-02-14,35.892
India,2023-02-15,24.021938
India,2023-02-16,12.922578
India,2023-02-17,6.2418556
India,2023-02-18,4.553234
India,2023-02-19,4.2286186
India,2023-02-20,4.1876283
India,2023-02-21,4.2406454
India,2023-02-22,4.1726956
India,2023-02-23,4.150146
India,2023-02-24,4.1263933
India,2023-02-25,4.0138454
India,2023-02-26,4.182718
India,2023-02-27,4.1864257
India,2023-02-28,4.090414
India,2023-03-01,4.075782
India,2023-03-02,4.0677643
India,2023-03-03,4.044513
India,2023-03-04,4.0605483
India,2023-03-05,4.1679854
India,2023-03-06,4.14293
India,2023-03-07,4.041005
India,2023-03-08,3.6764019
India,2023-03-09,3.2164884
India,2023-03-10,3.2737145
India,2023-03-11,3.3081903
India,2023-03-12,3.2362318
India,2023-03-13,3.2713091
India,2023-03-14,3.5192556
India,2023-03-15,4.0589447
India,2023-03-16,4.7150908
India,2023-03-17,4.7925615
India,2023-03-18,4.8178673
India,2023-03-19,5.046321
India,2023-03-20,5.040909
India,2023-03-21,5.0565434
India,2023-03-22,4.9853864
India,2023-03-23,4.7720165
India,2023-03-24,4.620783
India,2023-03-25,4.8543477
India,2023-03-26,4.789655
India,2023-03-27,4.8519926
India,2023-03-28,5.256083
India,2023-03-29,5.7201056
India,2023-03-30,6.405817
India,2023-03-31,6.459435
India,2023-04-01,6.365027
India,2023-04-02,5.914434
India,2023-04-03,5.746464
India,2023-04-04,4.7567825
India,2023-04-05,3.7442515
India,2023-04-06,2.5399976
India,2023-04-07,2.0421002
India,2023-04-08,1.3191069
India,2023-04-09,1.1284368
India,2023-04-10,1.0769734
India,2023-04-11,0.9200275
India,2023-04-12,0.7575695
India,2023-04-13,0.5951115
India,2023-04-14,0.39617306
India,2023-04-15,0.29444888
India,2023-04-16,0.32005534
India,2023-04-17,0.30567363
India,2023-04-18,0.3415527
India,2023-04-19,0.34846795
India,2023-04-20,0.38324457
India,2023-04-21,0.76749134
India,2023-04-22,1.2343202
India,2023-04-23,1.3257215
India,2023-04-24,1.378538
India,2023-04-25,1.841358
India,2023-04-26,2.2878418
India,2023-04-27,2.6998498
India,2023-04-28,2.71809
India,2023-04-29,2.5800858
India,2023-04-30,2.676298
India,2023-05-01,2.624584
India,2023-05-02,2.347373
India,2023-05-03,2.0847943
India,2023-05-04,1.8445649
India,2023-05-05,1.5702604
India,2023-05-06,1.3299308
India,2023-05-07,1.3102876
India,2023-05-08,1.3438616
India,2023-05-09,1.375832
India,2023-05-10,1.3464673
India,2023-05-11,1.3051763
India,2023-05-12,1.2981608
India,2023-05-13,1.3418571
India,2023-05-14,1.2403334
India,2023-05-15,1.2206901
India,2023-05-16,1.0336779
India,2023-05-17,0.91932595
India,2023-05-18,0.81409407
India,2023-05-19,0.7484494
India,2023-05-20,0.66707003
India,2023-05-21,0.6489301
India,2023-05-22,0.6589522
India,2023-05-23,0.69262636
India,2023-05-24,0.751456
India,2023-05-25,0.8134927
India,2023-05-26,0.8532804
India,2023-05-27,0.87743366
India,2023-05-28,0.8982796
India,2023-05-29,0.92012775
India,2023-05-30,0.94949245
India,2023-05-31,0.93215424
India,2023-06-01,0.89858025
India,2023-06-02,0.780019
India,2023-06-03,0.68160206
India,2023-06-04,0.5974166
India,2023-06-05,0.54249555
India,2023-06-06,1.6812049
India,2023-06-07,1.6389619
India,2023-06-08,1.6076429
India,2023-06-09,1.6785992
India,2023-06-10,1.7309145
India,2023-06-11,1.7527627
India,2023-06-12,1.7586757
India,2023-06-13,0.49729592
India,2023-06-14,0.45986342
India,2023-06-15,0.4146137
India,2023-06-16,0.393868
India,2023-06-17,0.37332273
India,2023-06-18,0.34756595
India,2023-06-19,0.34195358
India,2023-06-20,0.34035006
India,2023-06-21,0.32100743
India,2023-06-22,0.31579593
India,2023-06-23,0.28793454
India,2023-06-24,0.27079678
India,2023-06-25,0.27450493
India,2023-06-26,0.27410406
India,2023-06-27,0.27290142
India,2023-06-28,0.27881444
India,2023-06-29,0.2785138
India,2023-06-30,0.27179897
India,2023-07-01,0.26538485
India,2023-07-02,0.25035173
India,2023-07-03,0.25676584
India,2023-07-04,0.27801266
India,2023-07-05,0.3239138
India,2023-07-06,0.3429558
India,2023-07-07,0.39086136
India,2023-07-08,0.4314508
India,2023-07-09,0.4520963
India,2023-07-10,0.46572635
India,2023-07-11,0.4703365
India,2023-07-12,0.44498062
India,2023-07-13,0.4769511
India,2023-07-14,0.43125036
India,2023-07-15,0.39126223
India,2023-07-16,0.38234258
India,2023-07-17,0.36149666
India,2023-07-18,0.32892486
India,2023-07-19,0.3209072
India,2023-07-20,0.28302372
India,2023-07-21,0.29324624
India,2023-07-22,0.2867319
India,2023-07-23,0.27350274
India,2023-07-24,0.26969433
India,2023-07-25,0.27891466
India,2023-07-26,0.28613055
India,2023-07-27,0.28172085
India,2023-07-28,0.27320206
India,2023-07-29,0.2767098
India,2023-07-30,0.27079678
India,2023-07-31,0.27059633
India,2023-08-01,0.26789036
India,2023-08-02,0.24123162
India,2023-08-03,0.22679982
India,2023-08-04,0.22379318
India,2023-08-05,0.23612034
India,2023-08-06,0.2464431
India,2023-08-07,0.245942
India,2023-08-08,0.23511814
India,2023-08-09,0.24423824
India,2023-08-10,0.25205547
India,2023-08-11,0.25927138
India,2023-08-12,0.24734509
India,2023-08-13,0.23261262
India,2023-08-14,0.23411593
India,2023-08-15,0.24253449
India,2023-08-16,0.21226779
India,2023-08-17,0.22178876
India,2023-08-18,0.23982853
India,2023-08-19,0.27691025
India,2023-08-20,0.3242145
India,2023-08-21,0.33413637
India,2023-08-22,0.38975894
India,2023-08-23,0.49018022
India,2023-08-24,0.5552236
India,2023-08-25,0.6827045
India,2023-08-26,0.6297879
India,2023-08-27,0.59070176
India,2023-08-28,0.5773724
India,2023-08-29,0.50170565
India,2023-08-30,0.41210818
India,2023-08-31,0.31048423
India,2023-09-01,0.14371672
India,2023-09-02,0.13098867
India,2023-09-03,0.1023255
India,2023-09-04,0.10382881
India,2023-09-05,0.100621745
India,2023-09-06,0.09350606
India,2023-09-07,0.092102975
India,2023-09-08,0.08528795
India,2023-09-09,0.0835842
India,2023-09-10,0.09350606
India,2023-09-11,0.08899613
India,2023-09-12,0.09009855
India,2023-09-13,0.0913012
India,2023-09-14,0.09380673
India,2023-09-15,0.09551048
India,2023-09-16,0.09881777
India,2023-09-17,0.11014273
India,2023-09-18,0.1095414
India,2023-09-19,0.10563279
India,2023-09-20,0.10012064
India,2023-09-21,0.10082219
India,2023-09-22,0.101223074
India,2023-09-23,0.10142351
India,2023-09-24,0.08919657
India,2023-09-25,0.08989811
India,2023-09-26,0.0956107
India,2023-09-27,0.09631225
India,2023-09-28,0.09140143
India,2023-09-29,0.08258199
India,2023-09-30,0.079675585
India,2023-10-01,0.08077802
India,2023-10-02,0.07461443
India,2023-10-03,0.05842876
India,2023-10-04,0.068450846
India,2023-10-05,0.069052175
India,2023-10-06,0.07366233
India,2023-10-07,0.0749652
India,2023-10-08,0.076368295
India,2023-10-09,0.08233144
India,2023-10-10,0.10012064
India,2023-10-11,0.09350606
India,2023-10-12,0.093606286
India,2023-10-13,0.09581114
India,2023-10-14,0.0951096
India,2023-10-15,0.09340584
India,2023-10-16,0.09390695
India,2023-10-17,0.086991705
India,2023-10-18,0.08368442
India,2023-10-19,0.0864906
India,2023-10-20,0.08107868
India,2023-10-21,0.07907426
India,2023-10-22,0.07747073
India,2023-10-23,0.07245968
India,2023-10-24,0.066646874
India,2023-10-25,0.062437598
India,2023-10-26,0.058528982
India,2023-10-27,0.05963141
India,2023-10-28,0.059030086
India,2023-10-29,0.056825228
India,2023-10-30,0.05943097
India,2023-10-31,0.06464246
India,2023-11-01,0.06794974
India,2023-11-02,0.06644643
India,2023-11-03,0.06614577
India,2023-11-04,0.06885173
India,2023-11-05,0.07215902
India,2023-11-06,0.07245968
India,2023-11-07,0.07326145
India,2023-11-08,0.07316123
India,2023-11-09,0.07646852
India,2023-11-10,0.07306101
India,2023-11-11,0.06754886
India,2023-11-12,0.06253782
India,2023-11-13,0.059731632
India,2023-11-14,0.053217277
India,2023-11-15,0.04980977
India,2023-11-16,0.045700714
India,2023-11-17,0.046803143
India,2023-11-18,0.04990999
India,2023-11-19,0.054119267
India,2023-11-20,0.056023464
India,2023-11-21,0.062136933
India,2023-11-22,0.064842895
India,2023-11-23,0.066947535
India,2023-11-24,0.068150185
India,2023-11-25,0.06654665
India,2023-11-26,0.06283848
India,2023-11-27,0.06374047
India,2023-11-28,0.061234947
India,2023-11-29,0.059831854
India,2023-11-30,0.05933075
India,2023-12-01,0.060934283
India,2023-12-02,0.060633622
India,2023-12-03,0.061936494
India,2023-12-04,0.06083406
India,2023-12-05,0.059130307
India,2023-12-06,0.057626996
India,2023-12-07,0.054820813
India,2023-12-08,0.05261595
India,2023-12-09,0.052716173
India,2023-12-10,0.054319706
India,2023-12-11,0.0514133
India,2023-12-12,0.044798724
India,2023-12-13,0.037683044
India,2023-12-14,0.046101596
India,2023-12-15,0.051613744
India,2023-12-16,0.05231529
India,2023-12-17,0.057125892
India,2023-12-18,0.060733844
India,2023-12-19,0.061234947
India,2023-12-20,0.07370687
India,2023-12-21,0.07004324
India,2023-12-22,0.0686847
India,2023-12-23,0.071435206
India,2023-12-24,0.06927489
India,2023-12-25,0.07753754
India,2023-12-26,0.089408144
India,2023-12-27,0.089408144
India,2023-12-28,0.089408144
India,2023-12-29,0.089408144
India,2023-12-30,0.089408144
India,2023-12-31,0.089408144
India,2024-01-01,0.089408144
India,2024-01-02,0.089408144
India,2024-01-03,0.089408144
India,2024-01-04,0.089408144
India,2024-01-05,0.089408144
India,2024-01-06,0.089408144
India,2024-01-07,0.10038789
India,2024-01-08,0.09412966
India,2024-01-09,0.103004776
India,2024-01-10,0.11358365
India,2024-01-11,0.119151466
India,2024-01-12,0.12141201
India,2024-01-13,0.15033129
India,2024-01-14,0.13770346
India,2024-01-15,0.1364006
India,2024-01-16,0.1297359
India,2024-01-17,0.12136746
India,2024-01-18,0.1412112
India,2024-01-19,0.15093262
India,2024-01-20,0.1374028
India,2024-01-21,0.14441827
India,2024-01-22,0.1436165
India,2024-01-23,0.14126131
India,2024-01-24,0.14331584
India,2024-01-25,0.12848315
India,2024-01-26,0.114352
India,2024-01-27,0.08929679
India,2024-01-28,0.08007647
India,2024-01-29,0.07857315
India,2024-01-30,0.0956107
India,2024-01-31,0.10022086
India,2024-02-01,0.101824395
India,2024-02-02,0.1354986
India,2024-02-03,0.19783598
India,2024-02-04,0.21687795
India,2024-02-05,0.22419406
India,2024-02-06,0.20254636
India,2024-02-07,0.22028546
India,2024-02-08,0.21467309
India,2024-02-09,0.1983371
India,2024-02-10,0.14261429
India,2024-02-11,0.12096658
India,2024-02-12,0.11294891
India,2024-02-13,0.113349795
India,2024-02-14,0.10012064
India,2024-02-15,0.12026504
India,2024-02-16,0.24300218
India,2024-02-17,0.38397953
India,2024-02-18,0.52836436
India,2024-02-19,0.55221695
India,2024-02-20,0.8767321
India,2024-02-21,1.013734
India,2024-02-22,1.0812829
India,2024-02-23,1.0270967
India,2024-02-24,0.97130716
India,2024-02-25,0.88084114
India,2024-02-26,0.8592937
India,2024-02-27,0.613051
India,2024-02-28,0.53838646
India,2024-02-29,0.5262597
India,2024-03-01,0.5235538
India,2024-03-02,0.47133872
India,2024-03-03,0.4212283
India,2024-03-04,0.42012584
India,2024-03-05,0.35608473
India,2024-03-06,0.28232217
India,2024-03-07,0.20154415
India,2024-03-08,0.15544255
India,2024-03-09,0.1945287
India,2024-03-10,0.28212172
India,2024-03-11,0.33573988
India,2024-03-12,0.4481877
India,2024-03-13,0.52976745
India,2024-03-14,0.780921
India,2024-03-15,1.1272843
India,2024-03-16,1.52466
India,2024-03-17,2.0001078
India,2024-03-18,1.9901859
India,2024-03-19,2.6448286
India,2024-03-20,3.5302799
India,2024-03-21,4.088911
India,2024-03-22,4.249064
India,2024-03-23,4.3322473
India,2024-03-24,4.183419
India,2024-03-25,4.2028623
India,2024-03-26,3.5922163
India,2024-03-27,3.651948
India,2024-03-28,3.5772834
India,2024-03-29,3.172291
India,2024-03-30,2.6117556
India,2024-03-31,2.195338
India,2024-04-01,2.1298938
India,2024-04-02,1.9522022
India,2024-04-03,0.91291183
India,2024-04-04,0.16696796
India,2024-04-05,0.019142184
India,2024-04-06,0.01974351
India,2024-04-07,0.016035337
India,2024-04-08,0.017137768
India,2024-04-09,0.017137768
India,2024-04-10,0.016536443
India,2024-04-11,0.01513335
India,2024-04-12,0.014932908
India,2024-04-13,0.015534233
India,2024-04-14,0.013128933
India,2024-04-15,0.011826062
India,2024-04-16,0.013028712
India,2024-04-17,0.015935117
India,2024-04-18,0.016736884
India,2024-04-19,0.01743843
India,2024-04-20,0.01743843
India,2024-04-21,0.01743843
India,2024-04-22,0.018440638
India,2024-04-23,0.019643288
India,2024-04-24,0.01864108
India,2024-04-25,0.019643288
India,2024-04-26,0.01994395
India,2024-04-27,0.01994395
India,2024-04-28,0.020845938
India,2024-04-29,0.019843731
India,2024-04-30,0.019342626
India,2024-05-01,0.017739093
India,2024-05-02,0.01623578
India,2024-05-03,0.01513335
India,2024-05-04,0.0139307
India,2024-05-05,0.012327166
India,2024-05-06,0.013730258
India,2024-05-07,0.0114251785
India,2024-05-08,0.010823853
India,2024-05-09,0.011024294
India,2024-05-10,0.011725841
India,2024-05-11,0.0139307
India,2024-05-12,0.014131142
India,2024-05-13,0.012026504
India,2024-05-14,0.012427387
India,2024-05-15,0.012126724
India,2024-05-16,0.011809358
India,2024-05-17,0.012093318
India,2024-05-18,0.010172417
India,2024-05-19,0.010957481
India,2024-05-20,0.012844974
India,2024-05-21,0.013529817
India,2024-05-22,0.0146322455
India,2024-05-23,0.0155509375
India,2024-05-24,0.015367199
India,2024-05-25,0.0154841235
India,2024-05-26,0.017304802
India,2024-05-27,0.016219076
India,2024-05-28,0.016135558
India,2024-05-29,0.01974351
India,2024-05-30,0.019843731
India,2024-05-31,0.019442847
India,2024-06-01,0.01974351
India,2024-06-02,0.017037546
India,2024-06-03,0.017237987
India,2024-06-04,0.016636662
India,2024-06-05,0.011826062
India,2024-06-06,0.011124516
India,2024-06-07,0.011024294
India,2024-06-08,0.0097214235
India,2024-06-09,0.0097214235
India,2024-06-10,0.009120098
India,2024-06-11,0.008418553
India,2024-06-12,0.008719215
India,2024-06-13,0.0067147976
India,2024-06-14,0.0062136934
India,2024-06-15,0.008418553
India,2024-06-16,0.0077170064
India,2024-06-17,0.007516565
India,2024-06-18,0.007917448
India,2024-06-19,0.007416344
India,2024-06-20,0.009019878
India,2024-06-21,0.008919656
India,2024-06-22,0.0077170064
India,2024-06-23,0.008819436
India,2024-06-24,0.009220319
India,2024-06-25,0.011024294
India,2024-06-26,0.011725841
India,2024-06-27,0.011324957
India,2024-06-28,0.012126724
India,2024-06-29,0.011926282
India,2024-06-30,0.013529817
India,2024-07-01,0.013028712
India,2024-07-02,0.011725841
India,2024-07-03,0.0114251785
India,2024-07-04,0.010924074
India,2024-07-05,0.010022086
India,2024-07-06,0.009120098
India,2024-07-07,0.006414135
India,2024-07-08,0.0063139144
India,2024-07-09,0.005913031
India,2024-07-10,0.006013252
India,2024-07-11,0.006013252
India,2024-07-12,0.006414135
India,2024-07-13,0.0068150186
India,2024-07-14,0.0068150186
India,2024-07-15,0.0073662335
India,2024-07-16,0.0069152396
India,2024-07-17,0.006414135
India,2024-07-18,0.0061134724
India,2024-07-19,0.005512147
India,2024-07-20,0.0048106015
India,2024-07-21,0.0047103805
India,2024-07-22,0.00466027
India,2024-07-23,0.0046101594
India,2024-07-24,0.0052114846
India,2024-07-25,0.0052114846
India,2024-07-26,0.005787755
India,2024-07-27,0.006063362
India,2024-07-28,0.006739853
India,2024-07-29,0.007115681
India,2024-07-30,0.007516565
India,2024-07-31,0.0067147976
India,2024-08-01,0.006514356
India,2024-08-02,0.006739853
India,2024-08-03,0.0066646873
India,2024-08-04,0.006789963
India,2024-08-05,0.006414135
India,2024-08-06,0.006013252
India,2024-08-07,0.0057125892
India,2024-08-08,0.0061134724
India,2024-08-09,0.0054119267
India,2024-08-10,0.006013252
India,2024-08-11,0.005512147
India,2024-08-12,0.005512147